gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ISG15,470.82341090160065,0.10200692850816627,0.23274857479551014,0.43827090497885207,0.6611899144499036,0.7930263399365398
AGRN,6188.432807007526,0.2900969952952733,0.2119300915196853,1.3688334356630396,0.171051346723676,0.31797148878731263
RNF223,0.6196735366025867,1.3660555701676074,2.4836916842837367,0.5500101235639316,0.5823124299679412,NA
C1orf159,288.79655705043257,0.4129582969296108,0.1604594959232342,2.5735983685700665,0.010064703169990443,0.03491760812294654
LINC01342,0.32092056923242473,1.5503573315935872,4.324505112405585,0.3585051448190271,0.7199653184063582,NA
MIR200B,0.16061104096279066,1.886268871351171,4.365999164930052,0.43203601285649607,0.6657152392108618,NA
MIR200A,0.3074804410194755,-1.4438232496073542,4.18148713498312,-0.34528941570286154,0.7298768029846251,NA
MIR429,0.3790354959690423,1.8621674948916314,3.898357850088553,0.4776799787247164,0.6328779965063699,NA
TTLL10-AS1,0.503313203786941,3.2173126292911154,3.5212235619624184,0.9136916678752627,0.36087888340815155,NA
TTLL10,0.3191822200997776,-2.291882334149667,4.338755215322866,-0.5282349937732354,0.5973362440824552,NA
TNFRSF4,0.7422549730901917,2.2013331022576086,2.562821092567429,0.8589491902660742,0.3903685488803713,NA
SDF4,3952.953487637613,0.2176662139789481,0.10148626173974916,2.1447850206280155,0.03197003941308304,0.08789304272560852
B3GALT6,941.8143327389314,0.7688312404454737,0.12169281174476257,6.317803240983646,2.6530749737663967e-10,7.833525835163461e-9
C1QTNF12,11.04311067195761,-0.07006054777819577,0.5574140412103746,-0.12568852342877043,0.8999784867958377,0.9661714650512228
UBE2J2,1281.2628451637308,0.33031890068071035,0.11658457415678912,2.8332985137165743,0.0046070341154107785,0.018291008031053862
SCNN1D,42.864812496210355,-0.059395986408330465,0.42101624745532373,-0.14107765856383794,0.8878085929973624,0.9582635906528885
ACAP3,593.4637974049646,-0.379007054714015,0.14143707802872352,-2.679686684682817,0.0073691099295654,0.02694269910771134
PUSL1,258.2746734098632,0.32235937471109005,0.18339342030392305,1.757747765306247,0.07879043663505451,0.17724417290626635
INTS11,1416.8241175959688,0.13572516846582236,0.09553759042761191,1.4206467617441143,0.1554194768817118,0.2965095176123153
CPTP,553.9159658131067,0.4149274650855063,0.13965505015429472,2.9710881534687297,0.002967465888481038,0.012628963420163074
TAS1R3,21.64271108402934,0.5908658424942799,0.43599778968014713,1.3552037567157065,0.17535264812493645,0.32414446479306874
DVL1,2518.886456813893,1.0868216250695777,0.19534290719925154,5.563660542642634,2.641735983641407e-8,5.015010907272314e-7
MXRA8,3137.8325985822908,0.8286664784082943,0.40229611087176786,2.0598421312415627,0.0394136353920894,0.10363543831438896
AURKAIP1,2761.771560345507,0.3413663492437431,0.15513067108362832,2.200508428534537,0.027770842604889743,0.07850593654024046
